query_id,relevance_type,answer_id,relevance,answer_n,query_text,answer_text
1167882,Q0,1167882_3,1.0,3,'What are the different kinds of bad things people do and why do they do them?',"SIN is not believing the words of the Bible are true, also called unbelief. And sins are what mankind does because we do not believe the Bibles. 1 Corinthians 5:11 But now I have written unto you not to keep company, if any man that is called a brother be a fornicator, or covetous, or an idolater, or a railer, or a drunkard, or an extortioner; with such an one no not to eat. Mark 10:19 Thou knowest the commandments, Do not commit adultery, Do not kill, Do not steal, Do not bear false witness, Defraud not, Honour thy father and mother. Romans 13:9 For this, Thou shalt not commit adultery, Thou shalt not kill, Thou shalt not steal, Thou shalt not bear false witness, Thou shalt not covet; and if there be any other commandment, it is briefly comprehended in this saying, namely, Thou shalt love thy neighbour as thyself.Galatians 5:19 Now the works of the flesh are manifest, which are these; Adultery, fornication, uncleanness, lasciviousness,20 Idolatry, witchcraft, hatred, variance, emulations, wrath, strife, seditions, heresies,21 Envyings, murders, drunkenness, revellings, and such like: of the which I tell you before, as I have also told you in time past, that they which do such things shall not inherit the kingdom of God..  . This is by no means a complete list but all of these are sins, but all a Christian has to do is ask for forgiveness, believe you are forgiven and realize this was why Jesus Christ had to die, for your unbelief in God's word. Realizing you are a sinner by nature, you do not become discouraged by your failing."
1167882,Q0,1167882_2,0.3333333333333333,2,'What are the different kinds of bad things people do and why do they do them?',"Sins are caused by demons, don't you know?. . . . . . . . . lol, I don't believe in the existence of god."
1167882,Q0,1167882_7,0.0,7,'What are the different kinds of bad things people do and why do they do them?',GOOGLLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE
1167882,Q0,1167882_1,0.6666666666666666,1,'What are the different kinds of bad things people do and why do they do them?',"There's bad sin and really bad sin(abomination).  Rev 21:27. Luke 16:15, Lev.7:18.. I Corinthians 13:;8a, Love never fails."
1880028,U0,1880028_3,1.0,3,"'What does ""see Leaflet"" mean on the Ept Pregnancy test?'","It means the leaflet that should be enclosed in the box. If you can't find the leaflet, check out the link below."
1880028,Q0,1880028_2,0.3333333333333333,2,"'What does ""see Leaflet"" mean on the Ept Pregnancy test?'",you didn't get a leaf in yours?
1880028,Q0,1880028_1,0.0,1,"'What does ""see Leaflet"" mean on the Ept Pregnancy test?'",You stuck it in the wrong hole.
1880028,E0,1880028_0,1.0,0,"'What does ""see Leaflet"" mean on the Ept Pregnancy test?'",Leaflet is the info inside the package with the test.
1880028,Q0,1880028_4,1.0,4,"'What does ""see Leaflet"" mean on the Ept Pregnancy test?'",It just simply means read the directions that are inclosed with the test if you have any questions.
2192891,U0,2192891_7,1.0,7,'How do orthodontists put braces on and do they hurt a lot?',"Dental cement, it hurts some but it's not like you got stabbed, it's kind of like a dull ache when the wires get tightened... It's not excruciating and it's totally worth it when it's over.  After you're teeth have been corrected they take pliers and just pop the braces off and sand down the connection point - sounds kind of barbaric but it's not really that bad... just think about having a beautiful straight smile for the rest of your life!"
2192891,Q0,2192891_3,0.6666666666666666,3,'How do orthodontists put braces on and do they hurt a lot?',They cement the to your teeth and yes it does hurt!!!! . Believe me i had mine on for 3 yrs just got the off though GGOOD LUCK!
2192891,Q0,2192891_1,0.6666666666666666,1,'How do orthodontists put braces on and do they hurt a lot?',"just got braces a couple months ago. As for how they get put on, I'm not 100% sure, but the spread your lips really far apart, and put this kinda weird stuff *you can't feel it* and stick the brackets on that *in case you don't know what brackets are, their almost box things that keep the wires on* they but some weird blue UV light over it for a long time *your lips get reaaaaly sore* and that solidifies the braces on. They then stick the wire in and close the brackets *at least on mine* As for if they hurt, my orthodontist said you could be sore for a couple days,but I wasn't. And you get used to them faster than you think they will.. . Don't be afraid!!!!. . P.S. These people who say it hurts a ton, or are really uncomfortable are lying!!!!"
2192891,Q0,2192891_2,0.6666666666666666,2,'How do orthodontists put braces on and do they hurt a lot?',"Yupp, before you go in, were LOTS of chapstick, they take this see-through thing, puts it in your mouth, it spreads your mouth WIDE OPEN, it feels like your jaws gonna break off!!! And they dry out your mouth COMPLETLY! and then they glue them on! PROCESS TAKES AT LEAST 2HRS"
2192891,Q0,2192891_0,1.0,0,'How do orthodontists put braces on and do they hurt a lot?',"The brackets can be glued or cemented on, it's uncomfortable getting them and they hurt a lot adjusting to them for the first few days and when they are tightened but you get used to them so quickly it actually feel funny when they are off.  Plus you get to have a great straight smile : )"
2192891,Q0,2192891_10,1.0,10,'How do orthodontists put braces on and do they hurt a lot?',"I had braces for three years. It was about 10 yrs ago and they used medical grade cement, little drops to adhere the metal to your teeth. I don't remember if it hurt to have them put on, but the monthly adjustments felt like I was teething. It was kind of an anxious feeling. I had 4 teeth pulled prior to getting them on, headgear as a child, an extra year of braces due to moving out of state and TONS of ""cranking."" I would do it all over though because I used to never smile, and since then I get compliments all the time... . My point: You'll be ok. A smile is one of the best gifts you can give someone. It doesn't hurt that bad, but the whole time you know you have a cool day to look forward to."
2192891,Q0,2192891_11,0.3333333333333333,11,'How do orthodontists put braces on and do they hurt a lot?',the expander is the wrost.
2192891,Q0,2192891_4,0.6666666666666666,4,'How do orthodontists put braces on and do they hurt a lot?',"The brackets are cemented to your teeth. That doesn't hurt, but the wires do. It's worth it though."
2192891,Q0,2192891_5,1.0,5,'How do orthodontists put braces on and do they hurt a lot?',"They use a cement-like glue and put all the brackets on, then insert the wires. It did not hurt me getting them on, but my teeth were very sore and sensitive for about two or three days afterwards. The chains -- you'll probably get them later -- really hurt the first time too. I just got mine off, and that doesn't hurt either.. . Good luck... :)"
2192891,Q0,2192891_6,1.0,6,'How do orthodontists put braces on and do they hurt a lot?',"I had braces for three years, and they didn't hurt.  Your teeth are shifting and sometimes that can cause headaches, but ""hurt"" is a strong word.  You will feel minor discomfort when they get tighten, but nothing too serious.  In fact, swolling a aspirn or taking a tylenol will help you, if you are uncomfortable. By the way, once you get your braces off, you will feel good about the entire process.  Your smile is worth it."
2192891,Q0,2192891_8,0.6666666666666666,8,'How do orthodontists put braces on and do they hurt a lot?',"they are not that bad once you have them on. it takes a while, they have to cement them to your teeth, with brackets, wires. stuff also gets caught in them too. but you will like the outcome of you nice teeth. some of the wires can bug you and you have to take really good care of your teeth with them."
2192891,E0,2192891_9,0.6666666666666666,9,'How do orthodontists put braces on and do they hurt a lot?',i don't think they differ. . . I had them for a year. They have like a container (made for your teeth) and they put glue on your teeth first to make them stay and then they push the container up and the braces are one they use a light to have the glue dry faster then they make the wire and they cut to fit your mouth and if something hurts just tell the orthodontist
949154,U0,949154_6,1.0,6,'who is a butler?',"The butler is a senior servant in a large household. Usually the butler is the most senior staff member, although in the great houses of the past, the household was sometimes divided into departments with the butler in charge of the dining room (including the wine cellar) and pantry, and sometimes the entire parlour floor, and a housekeeper who was in charge of the whole house and its appearance. Housekeepers are occasionally portrayed in literature as being the most senior staff member and as even making recommendations for the hiring of the butler."
949154,Q0,949154_3,0.6666666666666666,3,'who is a butler?',a rich person's slave.
949154,E0,949154_2,0.0,2,'who is a butler?',whatever you want him to do...!
949154,Q0,949154_1,1.0,1,'who is a butler?',"A (usually) male servant who performs various household duties for wealthy people, including answering the telephone, answering the door, overseeing other servants, and being in charge of organizing dinners, etc."
949154,Q0,949154_0,1.0,0,'who is a butler?',"a butler usually is a male waiter u appoint at your house to look after the housekeeping.he is the one who usually answers the door , phone etc.he also sees to the overall hosekeeping."
949154,Q0,949154_7,0.6666666666666666,7,'who is a butler?',"Basically, a male maid."
949154,E0,949154_5,0.3333333333333333,5,'who is a butler?',"someone who waits on you hand and foot.. Thanks jeeves for answering that for me.. Your very welcome master, will there be anything else?. no jeeves, you are dismissed."
949154,Q0,949154_4,0.6666666666666666,4,'who is a butler?',Its a maid. Just that its a male one. HAHA!
949154,Q0,949154_9,0.6666666666666666,9,'who is a butler?',"Housekeeper. More responsibilites than a maid, in fact, if the house has a maid the butler would be their boss."
949154,Q0,949154_8,0.6666666666666666,8,'who is a butler?',a male maid.  a man who does chores around the house
949154,Q0,949154_16,1.0,16,'who is a butler?',"The butler is a senior servant in a large household. Usually the butler is the most senior staff member, although in the great houses of the past, the household was sometimes divided into departments with the butler in charge of the dining room (including the wine cellar) and pantry, and sometimes the entire parlour floor, and a housekeeper who was in charge of the whole house and its appearance. In this case the butler may have been either subordinate or equal to the housekeeper. .... . In the Madras and Bombay Presidencies this is the title usually applied to the head-servant of any English or quasi-English household. He generally makes the daily market, has charge of domestic stores, and superintends the table. As his profession is one which affords a large scope for feathering a nest at the expense of a foreign master, it is often followed at Madras by men of comparatively good caste."
949154,Q0,949154_15,0.6666666666666666,15,'who is a butler?',"Basically a male maid. They answer the door, cook, clean, etc."
949154,Q0,949154_14,1.0,14,'who is a butler?',"--------------------------------------------------------------------. a butler is like having a hotel manager for your home.. . he is there to make sure that the insurance salesman does not get through the door (and will never call again). your friend who got drunk at the party goes home in a taxi instead of driving. Will be ready with a scotch-and-water when you need one but make sure you don't have three when you have a business meeting later on. A source of wisdom, calm, discrete. Handles any problem before it becomes a catastrophe. Also see PG Woodhouse ""Jeeves"" stories"
949154,Q0,949154_13,1.0,13,'who is a butler?',"servant,head servant, house boy, man, manservant, steward, valet"
949154,Q0,949154_12,0.6666666666666666,12,'who is a butler?',a butler is a maid whom is man. like alfred can i have best answer peas
949154,Q0,949154_11,0.3333333333333333,11,'who is a butler?',buttler is a maid.
949154,Q0,949154_10,1.0,10,'who is a butler?',"The butler is a senior servant in a large household. Usually the butler is the most senior staff member, although in the great houses of the past, the household was sometimes divided into departments with the butler in charge of the dining room (including the wine cellar) and pantry, and sometimes the entire parlour floor, and a housekeeper who was in charge of the whole house and its appearance. Housekeepers are occasionally portrayed in literature as being the most senior staff member and as even making recommendations for the hiring of the butler.. . In modern houses where the butler is the most senior worker, titles such as Majordomo, Butler Administrator, Staff Manager, Estate Manager and Head of Household Staff are sometimes given.. . The word ""butler"" derives from the Old French ""bouteillier"", (meaning ""cup bearer""), from ""bouteille"", (""bottle""). The role of the butler, for centuries, has been that of the chief steward of a household, the attendant entrusted with the care and serving of wine and other bottled beverages (which in ancient times represented a considerable portion of the household's assets.). . In Britain the butler was originally a middle ranking member of the staff of a grand household. In the 17th and 18th centuries the butler gradually became the usually senior male member of a household's staff (in the very grandest households there was sometimes a house steward senior to the butler into the 19th century). Butlers used to always be attired in a special uniform, distinct from the livery of junior servants, but today a butler is more likely to wear a business suit or business casual clothing and appear in uniform only on special occasions.. . The earliest literary mention of a butler is probably that of the man whose release from prison was predicted by Joseph in the biblical account of Joseph's interpretation of the dreams of the Pharaoh's servants.. . In London there remains only one hotel which offers a private butler service, The Lanesborough Hotel."
1844896,U0,1844896_0,1.0,0,'How to make beef burgers?',"You could get a meat thermonmeter and pull the burgers off when they hit about 145 to 150 degrees F in the center.  (The time depends on how thick the burger is.)  Then you put them in a foil pouch to let them rest and let the juices re-distrubute for 5 to 7 minutes.  The temperture should increase by about 5 degrees while they rest, so food illness is decreased."
1844896,Q0,1844896_4,0.6666666666666666,4,'How to make beef burgers?',"I usually cook burgers until they quit bleeding on both sides, then maybe just a little longer. The cooking time will vary depending on the thickness of the burger."
1844896,Q0,1844896_1,1.0,1,'How to make beef burgers?',"Angus is just a type of ground beef.  They cook the same way as hamburgers.  I would say maybe you don't want to cook them all the way through, but if you do, cook until the juices run clear.  I would say maybe about 4 mins on each side.  Make sure your flame is low, you don't want to char the outside of them before the inside is done.  And watch for flareups, if you cook until the fat runs out, it will flare up and give an off flavor to the burger.  Lastly, you could purchase a food thermometer...140 degrees for medium, and 165 for well done.  Good luck, and email me with any questions!. . OH YEAH!  One more thing...you don't have to make a 'test' burger, you could always just crack it open a little to see the inside, and then serve crack side down on the bun!"
1844896,Q0,1844896_2,0.3333333333333333,2,'How to make beef burgers?',"Angus is just hamburger, there's nothing special about it."
1844896,Q0,1844896_3,0.6666666666666666,3,'How to make beef burgers?',"If cooking on the bar-b-q cook on one side until blood appears, turn over wait until juices run clear. Do not keep turning."
3723508,Q0,3723508_3,0.6666666666666666,3,How are oxen and bulls different?,im not sure what the difference is  other than the difference between a houstine and a angus but just because a bull is castrated doesnt make him an ox it just makes him a steer
2634143,U0,2634143_1,1.0,1,"'What is borrowing, when it happens, and why does it happen?'",linguistic borrowing i think means that people from one country borrow some expressions or words from another country. Not neccesarely countries it could happen inside one.
2634143,Q0,2634143_0,0.0,0,"'What is borrowing, when it happens, and why does it happen?'",not being onesself
2382487,U0,2382487_19,1.0,19,'What should I do if I haven't started my period in about 6 months?',"Go to the doctor. unless you are too young to have established a regular cycle, then dont worry too much, but still, you should have a chat with your family doctor."
2382487,Q0,2382487_18,1.0,18,'What should I do if I haven't started my period in about 6 months?',A lot of women have that problem. But I would still go see your doctor.
2382487,Q0,2382487_10,0.6666666666666666,10,'What should I do if I haven't started my period in about 6 months?',see a Dr. if your not preg. you could just be stressed
2382487,Q0,2382487_11,1.0,11,'What should I do if I haven't started my period in about 6 months?',"Go see your doctor, like 4 months ago"
2382487,Q0,2382487_12,0.6666666666666666,12,'What should I do if I haven't started my period in about 6 months?',"is this after childbirth? or after the pill?  sometimes after the pill it will take up to 6 months to come back.  but if you are concerned, Acupuncture can regulate the uterus and hopefully give you back your menses..  good luck."
2382487,Q0,2382487_13,1.0,13,'What should I do if I haven't started my period in about 6 months?',"OK the baby answer is getting old.  . . If no baby on the way - then yes it is a hormone, but no ""the pill"" is not the cure all.. . The reality is that most women who have period problems usually have one of two issues.  1.) low body fat  or 2.) low fat consumption.  Hormones are made by fats ingested in the body.  If the wrong type or amount of fats are being ingested, then the body has a hard time regulating the hormones produced.  In addition often times severe stress will cause this as the hormone precursors are pushed into what is known as the adrenal cascade - this is where the body uses the hormone precursors usually used for estrogen and progesterone and begins using them to assist with stress managment hormones.  . . A simple adrenal stess profile - a urinalysis any doctor can order, but usually not done by any one other than a doc practicing functinal medicine - will let you know how your hormones are working.  . . Regardless - if it is a fat intake problem - I would recommend supplementing the diet with some fish oil (if not preg.) or with flax seed oil.  Both are wonderful for a host of conditions and support normal hormone production.. . As always, a non-expensive, simple blood test by any doc can rule out the more serious issues - and they should be ruled out.. . Best of luck"
2382487,Q0,2382487_14,1.0,14,'What should I do if I haven't started my period in about 6 months?',See your gyn doctor.  It is BAD to skip periods because your uterus needs to shed monthly otherwise the lining of it will thicken and THEN you can bleed uncontrollably for a few months!  That isn't good!!  Book an appointment with your gyn to know what's happening.
2382487,Q0,2382487_15,0.6666666666666666,15,'What should I do if I haven't started my period in about 6 months?',You are probably not pregnant or you would say so.  The doctor can give you birth control pills for a couple of months or so to level your hormones out.
2382487,Q0,2382487_16,0.6666666666666666,16,'What should I do if I haven't started my period in about 6 months?',"if you are six month pregnant you probably know it, so I am assuming you are not. It may be caused by stress, or there may be something seriously wrong. If I where you I would get to a doctor as soon as you can, if for nothing else than for your peace of mind.. good luck."
2382487,Q0,2382487_17,1.0,17,'What should I do if I haven't started my period in about 6 months?',"You should definately see a doctor!!  Once you have gotten your period, having unexplained missed periods is not normal.  There may be a number of reasons this is happening, from pregnancy to cancer.  Get to a gynecologist or yur family doc soon."
2382487,Q0,2382487_25,1.0,25,'What should I do if I haven't started my period in about 6 months?',"Check with a doctor.  Factors could be due too your age - onset of menopause.  No?  Perhaps dieting is involved or lack of nutritional needs resulting in changes in your bodily functions.. . Stress can lead to lack of menses, if you have just had a child  ceasing   menses for several months is normal.. . Obviously pregnancy is not the issue otherwise you would have definite signs this is the reason. . . Again, be seen by a medical professional as there are a number of reasons that this delay exists.  . . Good luck"
2382487,Q0,2382487_24,0.3333333333333333,24,'What should I do if I haven't started my period in about 6 months?',get the baby layette ready
2382487,Q0,2382487_27,0.6666666666666666,27,'What should I do if I haven't started my period in about 6 months?',"go see a Doctor asap, something could be wrong"
2382487,Q0,2382487_26,1.0,26,'What should I do if I haven't started my period in about 6 months?',"Well this can be very serious or not. It can be stress, poor diet, medications, or anything. A lot of woman do not take it serious, but you should see a docotr. Try the link below."
2382487,Q0,2382487_21,1.0,21,'What should I do if I haven't started my period in about 6 months?',Go to your doctor and have a pregnancy test. You might be pregnant.
2382487,E0,2382487_20,0.6666666666666666,20,'What should I do if I haven't started my period in about 6 months?',find a pediatrician---FAST!!!
2382487,Q0,2382487_23,1.0,23,'What should I do if I haven't started my period in about 6 months?',IF you are undernourished you may not have a period. it is a body defense mechanism.   If you are sexully active you may be pregnant. Other conditions may cause this to happen. I would recommend a pregnancy test and a visit to your gynecologist.  Depending on your age you should talk to your parents.
2382487,Q0,2382487_22,1.0,22,'What should I do if I haven't started my period in about 6 months?',"Pregnancy test if you have been sexually active. Have you lost or gained alot of weight recently - anorexia/stress can cause periods to stop. Maybe a hormorne deficiency, or something like polycystic ovaries etc. Were you started on contraception like a depot injection ? Need to visit a doc to get a thorough history to find out whats going on."
2382487,Q0,2382487_8,0.6666666666666666,8,'What should I do if I haven't started my period in about 6 months?',i would see a doctor.
2382487,Q0,2382487_9,0.6666666666666666,9,'What should I do if I haven't started my period in about 6 months?',try a doctor.u might be pregnant
2382487,Q0,2382487_6,0.6666666666666666,6,'What should I do if I haven't started my period in about 6 months?',"pregnacy test at the local drug store.. then straight to the doctor, amenorrhea can happen for many reasons, you should of went two weeks after you first missed period.  go see for yourself at www.webmd.com"
2382487,Q0,2382487_7,1.0,7,'What should I do if I haven't started my period in about 6 months?',"well you should definately go to the doctor because it isnt good at all. I just went to my doctor because i hadnt had it in 3 months and she prescribed me some medicine to take for ten days, its call medroxy (provera).so first you take a pregnancy test and if its nedative you take this pills for ten days and your period comes..I had a pap smear done too. you should go see a obst/gynecologist because there might be something seriously wrong. Dont be scared, im sure its nothing..stress,weight gain/loss,too much exercise can stop you period sometimes so dont be too worried but you should go to the doctor to rule things like std's out. If you have more questions email me @Isabelfla21@aol.com"
2382487,E0,2382487_4,1.0,4,'What should I do if I haven't started my period in about 6 months?',go c a doctor right away unless u've only had your period for less than 2 years cause then u should be ok
2382487,Q0,2382487_5,1.0,5,'What should I do if I haven't started my period in about 6 months?',"I would see a doctor asap.  I would also recommend taking a  home pregnancy test today.  If you are under a lot of stress or are extremely physically active your body might stop having periods.  Also, if you are on birth control check what type you are on.  If you don't take the placebo pills and just keep taking the ones with hormones it will trick your body into thinking it's pregnant and prevent you from having a period."
2382487,Q0,2382487_2,1.0,2,'What should I do if I haven't started my period in about 6 months?',Take a pregnancy test. This is not normal....unless you are on birth control. It can make you miss several periods sometimes.
2382487,Q0,2382487_3,0.6666666666666666,3,'What should I do if I haven't started my period in about 6 months?',"Well, if you're not pregnant (which you should be REALLY showing by now), then it could just be a problem with your hormones. Start taking the Pill. It will fix all that."
2382487,Q0,2382487_0,0.3333333333333333,0,'What should I do if I haven't started my period in about 6 months?',wait 3 more and then buy a stroller
2382487,Q0,2382487_1,1.0,1,'What should I do if I haven't started my period in about 6 months?',"Is it normal for you to skip periods?  Some women go a long time without menstrating natuarally but if you're not one of them something is definitely wrong.  Are you extremely underweight?  Could you be pregnant?  Have you just recovered from an illness?  Are you nursing?  Are you on birth control?  If you answered yes to any of these you might be ok.  Otherwise, please take a day off work and go to the doctor.  You probably have a hormonal problem that can be easily corrected with medication.  Stress can cause your period to be a few days or weeks late, but never 6 months.  Take care."
229303,U0,229303_0,1.0,0,'Why is the war still going on in Afghanistan?',"heat a sauce pan over med-high heat, add a pat of butter. Then........post your question in the right category."
229303,Q0,229303_5,0.3333333333333333,5,'Why is the war still going on in Afghanistan?',Ask this to Afgani or Talawani or Americian. I think u get my opinion
229303,Q0,229303_6,0.3333333333333333,6,'Why is the war still going on in Afghanistan?',Because it is very fun to watch Muslims in dirty nightshirts run around as we drop bombs on them. We are also ensuring they do not attack the US again.
229303,Q0,229303_7,0.6666666666666666,7,'Why is the war still going on in Afghanistan?',becouse the invader still invading afghanistan
229303,Q0,229303_4,0.0,4,'Why is the war still going on in Afghanistan?',WHY DONT YOU ASK THE PEOPLE WHO LOST THIER LOVED ONES ON 9-11 AND SEE IF THEY THINK WE SHOULD KILL EVERYLAST ONE OF THEM. BECUZ I THINK WE SHOULD
229303,Q0,229303_3,0.3333333333333333,3,'Why is the war still going on in Afghanistan?',Because Mr. Bush is a damn idiot. He should be tried for war crimes.
229303,Q0,229303_1,0.3333333333333333,1,'Why is the war still going on in Afghanistan?',cuz mr bush has no other work so i think dats da reason y he is doin dis!!!
229303,Q0,229303_2,0.3333333333333333,2,'Why is the war still going on in Afghanistan?',Remember the man that killed all the Americans - he and his buddies are still running around in Afghanistan and Iraq and several other countries that we have not gotten around to yet. And for people like lindsay in her comment above - next time we have a terrorist attack here - you or someone in your family might be in the building when it blows.
1015624,U0,1015624_0,1.0,0,'What is a Bloody Mary?',Stupid joke but it makes me thirsty....guess I will go drink a bloddy mary. Thanks for the idea!
1015624,Q0,1015624_4,0.3333333333333333,4,'What is a Bloody Mary?',I thought it was when a girl got a used tampon and serves it as a drink
1015624,Q0,1015624_3,0.0,3,'What is a Bloody Mary?',what a nerd
1015624,Q0,1015624_2,1.0,2,'What is a Bloody Mary?',"Vodka, tomato juice and a celery stalk.... . OR.... . A woman on the rag."
1015624,Q0,1015624_1,0.0,1,'What is a Bloody Mary?',stupid joke
2785579,U0,2785579_0,1.0,0,"'If you could be part of the weather, what would you pick, and why?'","AIR !. Air is most vital for all human beings and animals for breathing, and is also necessary for plants to photo-synthesise their nutrients. . ...Air remains invisible all the time, while permeating everywhere plus penetrating into the remotest of crevices.. ...Air can also be cool/warm as need be, and gently caress as a breeze, or furiously destroy as a tornado.. Air is what I'd choose to be !"
3239329,Q0,3239329_4,0.6666666666666666,4,"'Why do we pee more when it's cold outside, especially at night?'",well i think the reason why we have colder weather at night is because the sun has gone!
